NUM;FECHA_CORTE;PERIODO;EMPRESA;TIPO_EMPRESA;PLAN;MODALIDAD_PLAN;ID_EQUIPO_MÓVIL;EQUIPO_MÓVIL;CAPACIDAD_GB;PANTALLA_PULGADAS;CÁMARA_PRINCIPAL;CÁMARA_FRONTAL;MARCA;PRECIO_SOLES
1;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2459.00
2;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2189.00
3;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2189.00
4;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2129.00
5;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2119.00
6;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2039.00
7;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2189.00
8;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2189.00
9;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2129.00
10;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2119.00
11;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;2;iPhone 11;64;6.100;12MP+12MP;12MP;Apple;2039.00
12;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;3249.00
13;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2839.00
14;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2839.00
15;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2779.00
16;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2599.00
17;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2559.00
18;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2839.00
19;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2839.00
20;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2779.00
21;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2599.00
22;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;5;iPhone 12 ;128;6.100;12MP+12MP;12MP;Apple;2559.00
23;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4579.00
24;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4579.00
25;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4449.00
26;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4089.00
27;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;3969.00
28;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4519.00
29;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4519.00
30;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4449.00
31;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;4089.00
32;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;196;iPhone 14 Plus;128;6.700;12MP+12MP;12MP;Apple;3969.00
33;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;4039.00
34;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;4039.00
35;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;3929.00
36;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;3579.00
37;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;3469.00
38;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;4039.00
39;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;4039.00
40;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;3929.00
41;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;3579.00
42;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;194;iPhone 14;128;6.100;12MP+12MP;12MP;Apple;3469.00
43;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3509.00
44;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3509.00
45;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3409.00
46;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3099.00
47;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3009.00
48;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3509.00
49;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3509.00
50;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3409.00
51;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3099.00
52;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;121;iPhone 13;128;6.100;12MP+12MP;12MP;Apple;3009.00
53;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;5389.00
54;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;5389.00
55;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;5359.00
56;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;4969.00
57;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;4879.00
58;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;5389.00
59;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;5389.00
60;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;5359.00
61;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;4969.00
62;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;202;iPhone 14 Pro;128;6.100;48MP+12MP+12MP;12MP;Apple;4879.00
63;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5909.00
64;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5909.00
65;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5879.00
66;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5639.00
67;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5369.00
68;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5909.00
69;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5909.00
70;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5879.00
71;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5639.00
72;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;219;iPhone 14 Pro Max;256;6.700;48MP+12MP+12MP;12MP;Apple;5369.00
73;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;1039.00
74;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;929.00
75;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;929.00
76;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;899.00
77;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;899.00
78;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;859.00
79;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;929.00
80;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;929.00
81;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;899.00
82;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;899.00
83;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;169;X8;128;6.700;64MP+5MP+2MP+2MP;16MP;Honor;859.00
84;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2609.00
85;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2609.00
86;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2549.00
87;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2529.00
88;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2449.00
89;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2609.00
90;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2609.00
91;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2549.00
92;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2529.00
93;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;190;70;256;6.670;54MP+50MP+2MP;32MP;Honor;2449.00
94;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;799.00
95;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;799.00
96;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;769.00
97;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;759.00
98;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;729.00
99;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;799.00
100;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;799.00
101;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;769.00
102;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;759.00
103;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;220;X7a;128;6.745;50MP+5MP+2MP+2MP;8MP;Honor;729.00
104;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;829.00
105;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;829.00
106;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;809.00
107;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;799.00
108;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;759.00
109;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;829.00
110;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;829.00
111;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;809.00
112;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;799.00
113;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;172;Nova 9 Se;128;6.787;108MP+8MP+2MP+2MP;16MP;Huawei;759.00
114;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;136;P50 Pro;256;6.600;50MP+40MP+13MP+64MP;13MP;Huawei;4219.00
115;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;919.00
116;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;629.00
117;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;629.00
118;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;609.00
119;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;599.00
120;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;569.00
121;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;629.00
122;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;629.00
123;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;609.00
124;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;599.00
125;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;171;Nova Y70;128;6.750;48MP+5MP+2MP;8MP;Huawei;569.00
126;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1229.00
127;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1229.00
128;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1209.00
129;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1199.00
130;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1179.00
131;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1229.00
132;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1229.00
133;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1209.00
134;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1199.00
135;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;29;Y9a ;128;6.600;64MP+8MP+2MP+2MP;16MP;Huawei;1179.00
136;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;469.00
137;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;409.00
138;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;409.00
139;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;399.00
140;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;389.00
141;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;379.00
142;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;409.00
143;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;409.00
144;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;399.00
145;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;389.00
146;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;36;Moto E20;32;6.520;13MP+2MP;5MP;Motorola;379.00
147;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;879.00
148;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;779.00
149;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;779.00
150;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;759.00
151;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;749.00
152;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;719.00
153;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;779.00
154;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;779.00
155;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;759.00
156;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;749.00
157;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;138;Moto G51;128;6.800;50MP+8MP+2MP ;13MP;Motorola;719.00
158;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2669.00
159;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2669.00
160;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2599.00
161;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2579.00
162;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2509.00
163;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2669.00
164;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2669.00
165;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2599.00
166;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2579.00
167;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;198;Moto Edge 30 Fusion;256;6.550;50MP+2MP+2MP;16MP;Motorola;2509.00
168;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;539.00
169;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;609.00
170;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;609.00
171;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;599.00
172;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;589.00
173;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;569.00
174;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;609.00
175;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;609.00
176;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;599.00
177;20240617;202303;Movistar;Empresa Operadora;69.90;Renovación;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;589.00
178;20240617;202303;Movistar;Empresa Operadora;99.90;Renovación;37;Moto E30;32;6.520;13MP+2MP;5MP;Motorola;569.00
179;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;42;Moto Edge 20 Lite;128;6.700;108MP+8MP+2MP;32MP;Motorola;1839.00
180;20240617;202303;Movistar;Empresa Operadora;Equipo Libre;Sin Plan;43;Moto G20;64;6.500;48MP+8MP+2MP+2MP;13MP;Motorola;669.00
181;20240617;202303;Movistar;Empresa Operadora;29.90;Portabilidad;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1549.00
182;20240617;202303;Movistar;Empresa Operadora;39.90;Portabilidad;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1549.00
183;20240617;202303;Movistar;Empresa Operadora;55.90;Portabilidad;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1509.00
184;20240617;202303;Movistar;Empresa Operadora;69.90;Portabilidad;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1499.00
185;20240617;202303;Movistar;Empresa Operadora;99.90;Portabilidad;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1439.00
186;20240617;202303;Movistar;Empresa Operadora;29.90;Renovación;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1549.00
187;20240617;202303;Movistar;Empresa Operadora;39.90;Renovación;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1549.00
188;20240617;202303;Movistar;Empresa Operadora;55.90;Renovación;199;Moto Edge 30 Neo;128;6.280;64MP+13MP;32MP;Motorola;1509.00
