NUM;FECHA_CORTE;PERIODO;EMPRESA;TIPO_EMPRESA;PLAN;MODALIDAD_PLAN;ID_EQUIPO_MÓVIL;EQUIPO_MÓVIL;CAPACIDAD_GB;PANTALLA_PULGADAS;CÁMARA_PRINCIPAL;CÁMARA_FRONTAL;MARCA;PRECIO_SOLES
8555;20240617;202306;Claro;Empresa Operadora;159.90;Portabilidad;222;A17;64;6.560;50MP+2MP;5MP;Oppo;479.00
8556;20240617;202306;Claro;Empresa Operadora;189.90;Portabilidad;222;A17;64;6.560;50MP+2MP;5MP;Oppo;439.00
8557;20240617;202306;Claro;Empresa Operadora;289.90;Portabilidad;222;A17;64;6.560;50MP+2MP;5MP;Oppo;439.00
8558;20240617;202306;Claro;Empresa Operadora;Prepago;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;559.00
8559;20240617;202306;Claro;Empresa Operadora;29.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;549.00
8560;20240617;202306;Claro;Empresa Operadora;39.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;549.00
8561;20240617;202306;Claro;Empresa Operadora;49.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;539.00
8562;20240617;202306;Claro;Empresa Operadora;55.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;539.00
8563;20240617;202306;Claro;Empresa Operadora;69.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;529.00
8564;20240617;202306;Claro;Empresa Operadora;79.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;529.00
8565;20240617;202306;Claro;Empresa Operadora;95.00;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;499.00
8566;20240617;202306;Claro;Empresa Operadora;95.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;499.00
8567;20240617;202306;Claro;Empresa Operadora;109.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;489.00
8568;20240617;202306;Claro;Empresa Operadora;115.00;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;489.00
8569;20240617;202306;Claro;Empresa Operadora;145.00;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;479.00
8570;20240617;202306;Claro;Empresa Operadora;159.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;479.00
8571;20240617;202306;Claro;Empresa Operadora;189.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;439.00
8572;20240617;202306;Claro;Empresa Operadora;289.90;Renovación;222;A17;64;6.560;50MP+2MP;5MP;Oppo;439.00
8573;20240617;202306;Claro;Empresa Operadora;Prepago;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8574;20240617;202306;Claro;Empresa Operadora;29.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8575;20240617;202306;Claro;Empresa Operadora;39.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8576;20240617;202306;Claro;Empresa Operadora;49.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8577;20240617;202306;Claro;Empresa Operadora;55.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8578;20240617;202306;Claro;Empresa Operadora;69.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8579;20240617;202306;Claro;Empresa Operadora;79.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8580;20240617;202306;Claro;Empresa Operadora;95.00;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8581;20240617;202306;Claro;Empresa Operadora;95.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8582;20240617;202306;Claro;Empresa Operadora;109.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8583;20240617;202306;Claro;Empresa Operadora;115.00;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8584;20240617;202306;Claro;Empresa Operadora;145.00;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8585;20240617;202306;Claro;Empresa Operadora;189.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8586;20240617;202306;Claro;Empresa Operadora;289.90;Línea Nueva;237;A78;128;6.560;50MP+2MP;8MP;Oppo;939.00
8587;20240617;202306;Claro;Empresa Operadora;Equipo Libre;Sin Plan;237;A78;128;6.560;50MP+2MP;8MP;Oppo;979.00
8588;20240617;202306;Claro;Empresa Operadora;Prepago;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;839.00
8589;20240617;202306;Claro;Empresa Operadora;29.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;669.00
8590;20240617;202306;Claro;Empresa Operadora;39.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;669.00
8591;20240617;202306;Claro;Empresa Operadora;49.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;659.00
8592;20240617;202306;Claro;Empresa Operadora;55.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;659.00
8593;20240617;202306;Claro;Empresa Operadora;69.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;649.00
8594;20240617;202306;Claro;Empresa Operadora;79.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;639.00
8595;20240617;202306;Claro;Empresa Operadora;95.00;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;619.00
8596;20240617;202306;Claro;Empresa Operadora;95.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;619.00
8597;20240617;202306;Claro;Empresa Operadora;109.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;599.00
8598;20240617;202306;Claro;Empresa Operadora;115.00;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;599.00
8599;20240617;202306;Claro;Empresa Operadora;145.00;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;589.00
8600;20240617;202306;Claro;Empresa Operadora;159.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;589.00
8601;20240617;202306;Claro;Empresa Operadora;189.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;539.00
8602;20240617;202306;Claro;Empresa Operadora;289.90;Portabilidad;237;A78;128;6.560;50MP+2MP;8MP;Oppo;529.00
8603;20240617;202306;Claro;Empresa Operadora;Prepago;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;839.00
8604;20240617;202306;Claro;Empresa Operadora;29.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;669.00
8605;20240617;202306;Claro;Empresa Operadora;39.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;669.00
8606;20240617;202306;Claro;Empresa Operadora;49.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;659.00
8607;20240617;202306;Claro;Empresa Operadora;55.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;659.00
8608;20240617;202306;Claro;Empresa Operadora;69.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;649.00
8609;20240617;202306;Claro;Empresa Operadora;79.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;639.00
8610;20240617;202306;Claro;Empresa Operadora;95.00;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;619.00
8611;20240617;202306;Claro;Empresa Operadora;95.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;619.00
8612;20240617;202306;Claro;Empresa Operadora;109.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;599.00
8613;20240617;202306;Claro;Empresa Operadora;115.00;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;599.00
8614;20240617;202306;Claro;Empresa Operadora;145.00;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;589.00
8615;20240617;202306;Claro;Empresa Operadora;159.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;589.00
8616;20240617;202306;Claro;Empresa Operadora;189.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;539.00
8617;20240617;202306;Claro;Empresa Operadora;289.90;Renovación;237;A78;128;6.560;50MP+2MP;8MP;Oppo;529.00
8618;20240617;202306;Claro;Empresa Operadora;Prepago;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8619;20240617;202306;Claro;Empresa Operadora;29.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8620;20240617;202306;Claro;Empresa Operadora;39.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8621;20240617;202306;Claro;Empresa Operadora;49.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8622;20240617;202306;Claro;Empresa Operadora;55.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8623;20240617;202306;Claro;Empresa Operadora;69.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8624;20240617;202306;Claro;Empresa Operadora;79.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8625;20240617;202306;Claro;Empresa Operadora;95.00;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8626;20240617;202306;Claro;Empresa Operadora;95.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8627;20240617;202306;Claro;Empresa Operadora;109.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8628;20240617;202306;Claro;Empresa Operadora;115.00;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;849.00
8629;20240617;202306;Claro;Empresa Operadora;145.00;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;829.00
8630;20240617;202306;Claro;Empresa Operadora;189.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;809.00
8631;20240617;202306;Claro;Empresa Operadora;289.90;Línea Nueva;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;799.00
8632;20240617;202306;Claro;Empresa Operadora;Equipo Libre;Sin Plan;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;889.00
8633;20240617;202306;Claro;Empresa Operadora;Prepago;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8634;20240617;202306;Claro;Empresa Operadora;29.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8635;20240617;202306;Claro;Empresa Operadora;39.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8636;20240617;202306;Claro;Empresa Operadora;49.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8637;20240617;202306;Claro;Empresa Operadora;55.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8638;20240617;202306;Claro;Empresa Operadora;69.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8639;20240617;202306;Claro;Empresa Operadora;79.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8640;20240617;202306;Claro;Empresa Operadora;95.00;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;709.00
8641;20240617;202306;Claro;Empresa Operadora;95.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;709.00
8642;20240617;202306;Claro;Empresa Operadora;109.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;699.00
8643;20240617;202306;Claro;Empresa Operadora;115.00;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;699.00
8644;20240617;202306;Claro;Empresa Operadora;145.00;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;679.00
8645;20240617;202306;Claro;Empresa Operadora;159.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;679.00
8646;20240617;202306;Claro;Empresa Operadora;189.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;619.00
8647;20240617;202306;Claro;Empresa Operadora;289.90;Portabilidad;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;619.00
8648;20240617;202306;Claro;Empresa Operadora;Prepago;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8649;20240617;202306;Claro;Empresa Operadora;29.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8650;20240617;202306;Claro;Empresa Operadora;39.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8651;20240617;202306;Claro;Empresa Operadora;49.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8652;20240617;202306;Claro;Empresa Operadora;55.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8653;20240617;202306;Claro;Empresa Operadora;69.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8654;20240617;202306;Claro;Empresa Operadora;79.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;749.00
8655;20240617;202306;Claro;Empresa Operadora;95.00;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;709.00
8656;20240617;202306;Claro;Empresa Operadora;95.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;709.00
8657;20240617;202306;Claro;Empresa Operadora;109.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;699.00
8658;20240617;202306;Claro;Empresa Operadora;115.00;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;699.00
8659;20240617;202306;Claro;Empresa Operadora;145.00;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;679.00
8660;20240617;202306;Claro;Empresa Operadora;159.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;679.00
8661;20240617;202306;Claro;Empresa Operadora;189.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;619.00
8662;20240617;202306;Claro;Empresa Operadora;289.90;Renovación;69;Galaxy A22;128;6.400;48MP+8MP+2MP+2MP;13MP;Samsung;619.00
8663;20240617;202306;Claro;Empresa Operadora;Prepago;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8664;20240617;202306;Claro;Empresa Operadora;29.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8665;20240617;202306;Claro;Empresa Operadora;39.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8666;20240617;202306;Claro;Empresa Operadora;49.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8667;20240617;202306;Claro;Empresa Operadora;55.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8668;20240617;202306;Claro;Empresa Operadora;69.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8669;20240617;202306;Claro;Empresa Operadora;79.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8670;20240617;202306;Claro;Empresa Operadora;95.00;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8671;20240617;202306;Claro;Empresa Operadora;95.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8672;20240617;202306;Claro;Empresa Operadora;109.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8673;20240617;202306;Claro;Empresa Operadora;115.00;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8674;20240617;202306;Claro;Empresa Operadora;145.00;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8675;20240617;202306;Claro;Empresa Operadora;189.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8676;20240617;202306;Claro;Empresa Operadora;289.90;Línea Nueva;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1669.00
8677;20240617;202306;Claro;Empresa Operadora;Equipo Libre;Sin Plan;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1749.00
8678;20240617;202306;Claro;Empresa Operadora;Prepago;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1439.00
8679;20240617;202306;Claro;Empresa Operadora;29.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1469.00
8680;20240617;202306;Claro;Empresa Operadora;39.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1469.00
8681;20240617;202306;Claro;Empresa Operadora;49.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1449.00
8682;20240617;202306;Claro;Empresa Operadora;55.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1449.00
8683;20240617;202306;Claro;Empresa Operadora;69.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1439.00
8684;20240617;202306;Claro;Empresa Operadora;79.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1429.00
8685;20240617;202306;Claro;Empresa Operadora;95.00;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1359.00
8686;20240617;202306;Claro;Empresa Operadora;95.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1359.00
8687;20240617;202306;Claro;Empresa Operadora;109.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1349.00
8688;20240617;202306;Claro;Empresa Operadora;115.00;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1349.00
8689;20240617;202306;Claro;Empresa Operadora;145.00;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1309.00
8690;20240617;202306;Claro;Empresa Operadora;159.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1309.00
8691;20240617;202306;Claro;Empresa Operadora;189.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1199.00
8692;20240617;202306;Claro;Empresa Operadora;289.90;Portabilidad;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1189.00
8693;20240617;202306;Claro;Empresa Operadora;Prepago;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1439.00
8694;20240617;202306;Claro;Empresa Operadora;29.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1469.00
8695;20240617;202306;Claro;Empresa Operadora;39.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1469.00
8696;20240617;202306;Claro;Empresa Operadora;49.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1449.00
8697;20240617;202306;Claro;Empresa Operadora;55.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1449.00
8698;20240617;202306;Claro;Empresa Operadora;69.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1439.00
8699;20240617;202306;Claro;Empresa Operadora;79.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1429.00
8700;20240617;202306;Claro;Empresa Operadora;95.00;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1359.00
8701;20240617;202306;Claro;Empresa Operadora;95.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1359.00
8702;20240617;202306;Claro;Empresa Operadora;109.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1349.00
8703;20240617;202306;Claro;Empresa Operadora;115.00;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1349.00
8704;20240617;202306;Claro;Empresa Operadora;145.00;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1309.00
8705;20240617;202306;Claro;Empresa Operadora;159.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1309.00
8706;20240617;202306;Claro;Empresa Operadora;189.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1199.00
8707;20240617;202306;Claro;Empresa Operadora;289.90;Renovación;174;Galaxy A33;128;6.400;48MP+8MP+5MP+2MP;8MP;Samsung;1189.00
8708;20240617;202306;Claro;Empresa Operadora;Prepago;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8709;20240617;202306;Claro;Empresa Operadora;29.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8710;20240617;202306;Claro;Empresa Operadora;39.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8711;20240617;202306;Claro;Empresa Operadora;49.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8712;20240617;202306;Claro;Empresa Operadora;55.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8713;20240617;202306;Claro;Empresa Operadora;69.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8714;20240617;202306;Claro;Empresa Operadora;79.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8715;20240617;202306;Claro;Empresa Operadora;95.00;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8716;20240617;202306;Claro;Empresa Operadora;95.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8717;20240617;202306;Claro;Empresa Operadora;109.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8718;20240617;202306;Claro;Empresa Operadora;115.00;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8719;20240617;202306;Claro;Empresa Operadora;145.00;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8720;20240617;202306;Claro;Empresa Operadora;189.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8721;20240617;202306;Claro;Empresa Operadora;289.90;Línea Nueva;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1669.00
8722;20240617;202306;Claro;Empresa Operadora;Equipo Libre;Sin Plan;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1749.00
8723;20240617;202306;Claro;Empresa Operadora;Prepago;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8724;20240617;202306;Claro;Empresa Operadora;29.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8725;20240617;202306;Claro;Empresa Operadora;39.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8726;20240617;202306;Claro;Empresa Operadora;49.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8727;20240617;202306;Claro;Empresa Operadora;55.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8728;20240617;202306;Claro;Empresa Operadora;69.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8729;20240617;202306;Claro;Empresa Operadora;79.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1429.00
8730;20240617;202306;Claro;Empresa Operadora;95.00;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1369.00
8731;20240617;202306;Claro;Empresa Operadora;95.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1369.00
8732;20240617;202306;Claro;Empresa Operadora;109.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1349.00
8733;20240617;202306;Claro;Empresa Operadora;115.00;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1349.00
8734;20240617;202306;Claro;Empresa Operadora;145.00;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1309.00
8735;20240617;202306;Claro;Empresa Operadora;159.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1309.00
8736;20240617;202306;Claro;Empresa Operadora;189.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1209.00
8737;20240617;202306;Claro;Empresa Operadora;289.90;Portabilidad;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1189.00
8738;20240617;202306;Claro;Empresa Operadora;Prepago;Renovación;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
8739;20240617;202306;Claro;Empresa Operadora;29.90;Renovación;76;Galaxy S20 FE;128;6.500;12MP+12MP+8MP;32MP;Samsung;1439.00
